0,0.0828393,0.0716028,0.0659845,6.01157
1,0.0826645,0.0714491,0.0658415,6.01157
2,0.0824445,0.0712562,0.0656621,6.01157
3,0.0822013,0.0710431,0.065464,6.01157
4,0.0819402,0.0708145,0.0652516,6.01157
5,0.081664,0.0705728,0.0650272,6.01157
6,0.0813746,0.0703195,0.064792,6.01157
7,0.081073,0.0700558,0.0645472,6.01157
8,0.0807601,0.0697822,0.0642933,6.01157
9,0.0804367,0.0694995,0.0640309,6.01157
10,0.0801032,0.0692081,0.0637605,6.01157
11,0.0797601,0.0689083,0.0634824,6.01157
12,0.0794077,0.0686005,0.0631969,6.01157
13,0.0790463,0.0682848,0.0629041,6.01157
14,0.0786761,0.0679616,0.0626043,6.01157
15,0.0782974,0.0676309,0.0622977,6.01157
16,0.0779103,0.067293,0.0619844,6.01157
17,0.0775149,0.0669479,0.0616645,6.01157
18,0.0771114,0.0665958,0.061338,6.01157
19,0.0766999,0.0662367,0.0610052,6.01157
20,0.0762804,0.0658708,0.060666,6.01157
21,0.0758531,0.065498,0.0603205,6.01157
22,0.075418,0.0651185,0.0599687,6.01157
23,0.0749751,0.0647322,0.0596107,6.01157
24,0.0745244,0.0643392,0.0592466,6.01157
25,0.0740661,0.0639395,0.0588763,6.01157
26,0.0736,0.0635332,0.0584998,6.01157
27,0.0731263,0.0631203,0.0581172,6.01157
28,0.0726449,0.0627006,0.0577285,6.01157
29,0.0721558,0.0622743,0.0573336,6.01157
30,0.071659,0.0618413,0.0569325,6.01157
31,0.0711544,0.0614017,0.0565253,6.01157
32,0.0706421,0.0609553,0.0561119,6.01157
33,0.070122,0.0605022,0.0556922,6.01157
34,0.0695941,0.0600422,0.0552663,6.01157
35,0.0690583,0.0595755,0.0548341,6.01157
36,0.0685146,0.0591019,0.0543956,6.01157
37,0.0679629,0.0586214,0.0539506,6.01157
38,0.0674031,0.0581339,0.0534993,6.01157
39,0.0668352,0.0576394,0.0530414,6.01157
40,0.0662591,0.0571377,0.0525771,6.01157
41,0.0656747,0.0566289,0.052106,6.01157
42,0.065082,0.0561129,0.0516284,6.01157
43,0.0644808,0.0555895,0.0511439,6.01157
44,0.063871,0.0550587,0.0506526,6.01157
45,0.0632526,0.0545204,0.0501544,6.01157
46,0.0626253,0.0539745,0.0496491,6.01157
47,0.0619892,0.0534209,0.0491368,6.01157
48,0.061344,0.0528595,0.0486172,6.01157
49,0.0606896,0.0522901,0.0480903,6.01157
50,0.0600259,0.0517126,0.047556,6.01157
51,0.0593527,0.0511269,0.0470141,6.01157
52,0.0586699,0.0505329,0.0464644,6.01157
53,0.0579772,0.0499304,0.045907,6.01157
54,0.0572746,0.0493192,0.0453416,6.01157
55,0.0565618,0.0486993,0.044768,6.01157
56,0.0558385,0.0480703,0.0441861,6.01157
57,0.0551047,0.0474321,0.0435958,6.01157
58,0.05436,0.0467845,0.0429968,6.01157
59,0.0536042,0.0461274,0.042389,6.01157
60,0.0528371,0.0454604,0.0417721,6.01157
61,0.0520583,0.0447834,0.0411459,6.01157
62,0.0512677,0.044096,0.0405102,6.01157
63,0.0504648,0.0433981,0.0398648,6.01157
64,0.0496494,0.0426894,0.0392094,6.01157
65,0.048821,0.0419694,0.0385436,6.01157
66,0.0479794,0.041238,0.0378673,6.01157
67,0.0471241,0.0404948,0.0371801,6.01157
68,0.0462547,0.0397393,0.0364816,6.01157
69,0.0453708,0.0389713,0.0357715,6.01157
70,0.0444717,0.0381902,0.0350494,6.01157
71,0.0435571,0.0373956,0.0343148,6.01157
72,0.0426264,0.036587,0.0335674,6.01157
73,0.0416788,0.035764,0.0328065,6.01157
74,0.0407138,0.0349258,0.0320318,6.01157
75,0.0397306,0.0340719,0.0312425,6.01157
76,0.0387284,0.0332015,0.0304381,6.01157
77,0.0377063,0.032314,0.0296179,6.01157
78,0.0366635,0.0314085,0.0287811,6.01157
79,0.0355988,0.0304841,0.0279268,6.01157
80,0.034511,0.0295398,0.0270542,6.01157
81,0.033399,0.0285745,0.0261622,6.01157
82,0.0322612,0.0275868,0.0252497,6.01157
83,0.031096,0.0265755,0.0243153,6.01157
84,0.0299015,0.0255389,0.0233576,6.01157
85,0.0286758,0.0244753,0.022375,6.01157
86,0.0274163,0.0233824,0.0213655,6.01157
87,0.0261203,0.022258,0.0203268,6.01157
88,0.0248111,0.0211234,0.0192795,6.01157
89,0.0234652,0.019957,0.0182028,6.01157
90,0.0220741,0.0187515,0.0170903,6.01157
91,0.0206305,0.0175007,0.0159359,6.01157
92,0.0191273,0.0161985,0.0147341,6.01157
93,0.0175566,0.0148379,0.0134786,6.01157
94,0.015906,0.0134083,0.0121594,6.01157
95,0.0141963,0.0119262,0.0107912,6.01157
96,0.0124292,0.0103939,0.00937624,6.01157
97,0.0106512,0.0088534,0.00795448,6.01157
98,0.00869691,0.00716117,0.0063933,6.01157
99,0.00651673,0.00527515,0.00465436,6.01157
100,0.00415595,0.00326642,0.00282166,6.01157
